Designator,Mid X,Mid Y,Layer,Rotation
D1203,-9.8,-31.523324,top,60
D1204,-8.4,-31.523324,top,60
D1205,-7,-31.523324,top,60
D1206,-5.6,-31.523324,top,60
D1207,-4.2,-31.523324,top,60
D1208,-2.8,-31.523324,top,60
D1209,-1.4,-31.523324,top,60
D121,37.8,-2.424871,top,60
D1210,0,-31.523324,top,60
D1211,1.4,-31.523324,top,60
D1212,2.8,-31.523324,top,60
D1213,4.2,-31.523324,top,60
D1214,5.6,-31.523324,top,60
D1215,7,-31.523324,top,60
D1216,8.4,-31.523324,top,60
D1217,9.8,-31.523324,top,60
D1218,11.2,-31.523324,top,60
D1219,12.6,-31.523324,top,60
D122,39.2,-2.424871,top,60
D1220,14,-31.523324,top,60
D1221,15.4,-31.523324,top,60
D1222,16.8,-31.523324,top,60
D1223,18.2,-31.523324,top,60
D1224,19.6,-31.523324,top,60
D1225,21,-31.523324,top,60
D1226,22.4,-31.523324,top,60
D1227,23.8,-31.523324,top,60
D1228,25.2,-31.523324,top,60
D1229,26.6,-31.523324,top,60
D123,40.6,-2.424871,top,60
D1230,28,-31.523324,top,60
D1231,29.4,-31.523324,top,60
D1232,30.8,-31.523324,top,60
D1233,32.2,-31.523324,top,60
D1234,33.6,-31.523324,top,60
D1235,35,-31.523324,top,60
D1236,36.4,-31.523324,top,60
D1237,37.8,-31.523324,top,60
D1238,39.2,-31.523324,top,60
D1239,40.6,-31.523324,top,60
D124,42,-2.424871,top,60
D1240,42,-31.523324,top,60
D1241,43.4,-31.523324,top,60
D1242,44.8,-31.523324,top,60
D1243,-18.9,-32.73576,top,60
D1244,-17.5,-32.73576,top,60
D1245,-16.1,-32.73576,top,60
D1246,-14.7,-32.73576,top,60
D1247,-13.3,-32.73576,top,60
D1248,-11.9,-32.73576,top,60
D1249,-10.5,-32.73576,top,60
D125,43.4,-2.424871,top,60
D1250,-9.1,-32.73576,top,60
D1251,-7.7,-32.73576,top,60
D1252,-6.3,-32.73576,top,60
D1253,-4.9,-32.73576,top,60
D1254,-3.5,-32.73576,top,60
D1255,-2.1,-32.73576,top,60
D1256,-0.7,-32.73576,top,60
D1257,0.7,-32.73576,top,60
D1258,2.1,-32.73576,top,60
D1259,3.5,-32.73576,top,60
D126,44.8,-2.424871,top,60
D1260,4.9,-32.73576,top,60
D1261,6.3,-32.73576,top,60
D1262,7.7,-32.73576,top,60
D1263,9.1,-32.73576,top,60
D1264,10.5,-32.73576,top,60
D1265,11.9,-32.73576,top,60
D1266,13.3,-32.73576,top,60
D1267,14.7,-32.73576,top,60
D1268,16.1,-32.73576,top,60
D1269,17.5,-32.73576,top,60
D127,46.2,-2.424871,top,60
D1270,18.9,-32.73576,top,60
D1271,20.3,-32.73576,top,60
D1272,21.7,-32.73576,top,60
D1273,23.1,-32.73576,top,60
D1274,24.5,-32.73576,top,60
D1275,25.9,-32.73576,top,60
D1276,27.3,-32.73576,top,60
D1277,28.7,-32.73576,top,60
D1278,30.1,-32.73576,top,60
D1279,31.5,-32.73576,top,60
D128,47.6,-2.424871,top,60
D1280,32.9,-32.73576,top,60
D1281,34.3,-32.73576,top,60
D1282,35.7,-32.73576,top,60
D1283,37.1,-32.73576,top,60
D1284,38.5,-32.73576,top,60
D1285,39.9,-32.73576,top,60
D1286,41.3,-32.73576,top,60
D1287,42.7,-32.73576,top,60
D1288,44.1,-32.73576,top,60
D1289,-19.6,-33.948195,top,60
D129,49,-2.424871,top,60
D1290,-18.2,-33.948195,top,60
D1291,-16.8,-33.948195,top,60
D1292,-15.4,-33.948195,top,60
D1293,-14,-33.948195,top,60
D1294,-12.6,-33.948195,top,60
D1295,-11.2,-33.948195,top,60
D1296,-9.8,-33.948195,top,60
D1297,-8.4,-33.948195,top,60
D1298,-7,-33.948195,top,60
D1299,-5.6,-33.948195,top,60
D13,16.8,0,top,60
D130,50.4,-2.424871,top,60
D1300,-4.2,-33.948195,top,60
D1301,-2.8,-33.948195,top,60
D1302,-1.4,-33.948195,top,60
D1303,0,-33.948195,top,60
D1304,1.4,-33.948195,top,60
D1305,2.8,-33.948195,top,60
D1306,4.2,-33.948195,top,60
D1307,5.6,-33.948195,top,60
D1308,7,-33.948195,top,60
D1309,8.4,-33.948195,top,60
D131,51.8,-2.424871,top,60
D1310,9.8,-33.948195,top,60
D1311,11.2,-33.948195,top,60
D1312,12.6,-33.948195,top,60
D1313,14,-33.948195,top,60
D1314,15.4,-33.948195,top,60
D1315,16.8,-33.948195,top,60
D1316,18.2,-33.948195,top,60
D1317,19.6,-33.948195,top,60
D1318,21,-33.948195,top,60
D1319,22.4,-33.948195,top,60
D132,53.2,-2.424871,top,60
D1320,23.8,-33.948195,top,60
D1321,25.2,-33.948195,top,60
D1322,26.6,-33.948195,top,60
D1323,28,-33.948195,top,60
D1324,29.4,-33.948195,top,60
D1325,30.8,-33.948195,top,60
D1326,32.2,-33.948195,top,60
D1327,33.6,-33.948195,top,60
D1328,35,-33.948195,top,60
D1329,36.4,-33.948195,top,60
D133,54.6,-2.424871,top,60
D1330,37.8,-33.948195,top,60
D1331,39.2,-33.948195,top,60
D1332,40.6,-33.948195,top,60
D1333,42,-33.948195,top,60
D1334,43.4,-33.948195,top,60
D1335,-20.3,-35.160631,top,60
D1336,-18.9,-35.160631,top,60
D1337,-17.5,-35.160631,top,60
D1338,-16.1,-35.160631,top,60
D1339,-14.7,-35.160631,top,60
D134,56,-2.424871,top,60
D1340,-13.3,-35.160631,top,60
D1341,-11.9,-35.160631,top,60
D1342,-10.5,-35.160631,top,60
D1343,-9.1,-35.160631,top,60
D1344,-7.7,-35.160631,top,60
D1345,-6.3,-35.160631,top,60
D1346,-4.9,-35.160631,top,60
D1347,-3.5,-35.160631,top,60
D1348,-2.1,-35.160631,top,60
D1349,-0.7,-35.160631,top,60
D135,57.4,-2.424871,top,60
D1350,0.7,-35.160631,top,60
D1351,2.1,-35.160631,top,60
D1352,3.5,-35.160631,top,60
D1353,4.9,-35.160631,top,60
D1354,6.3,-35.160631,top,60
D1355,7.7,-35.160631,top,60
D1356,9.1,-35.160631,top,60
D1357,10.5,-35.160631,top,60
D1358,11.9,-35.160631,top,60
D1359,13.3,-35.160631,top,60
D136,58.8,-2.424871,top,60
D1360,14.7,-35.160631,top,60
D1361,16.1,-35.160631,top,60
D1362,17.5,-35.160631,top,60
D1363,18.9,-35.160631,top,60
D1364,20.3,-35.160631,top,60
D1365,21.7,-35.160631,top,60
D1366,23.1,-35.160631,top,60
D1367,24.5,-35.160631,top,60
D1368,25.9,-35.160631,top,60
D1369,27.3,-35.160631,top,60
D137,60.2,-2.424871,top,60
D1370,28.7,-35.160631,top,60
D1371,30.1,-35.160631,top,60
D1372,31.5,-35.160631,top,60
D1373,32.9,-35.160631,top,60
D1374,34.3,-35.160631,top,60
D1375,35.7,-35.160631,top,60
D1376,37.1,-35.160631,top,60
D1377,38.5,-35.160631,top,60
D1378,39.9,-35.160631,top,60
D1379,41.3,-35.160631,top,60
D138,61.6,-2.424871,top,60
D1380,42.7,-35.160631,top,60
D1381,-21,-36.373066,top,60
D1382,-19.6,-36.373066,top,60
D1383,-18.2,-36.373066,top,60
D1384,-16.8,-36.373066,top,60
D1385,-15.4,-36.373066,top,60
D1386,-14,-36.373066,top,60
D1387,-12.6,-36.373066,top,60
D1388,-11.2,-36.373066,top,60
D1389,-9.8,-36.373066,top,60
D139,-2.1,-3.637306,top,60
D1390,-8.4,-36.373066,top,60
D1391,-7,-36.373066,top,60
D1392,-5.6,-36.373066,top,60
D1393,-4.2,-36.373066,top,60
D1394,-2.8,-36.373066,top,60
D1395,-1.4,-36.373066,top,60
D1396,0,-36.373066,top,60
D1397,1.4,-36.373066,top,60
D1398,2.8,-36.373066,top,60
D1399,4.2,-36.373066,top,60
D14,18.2,0,top,60
D140,-0.7,-3.637306,top,60
D1400,5.6,-36.373066,top,60
D1401,7,-36.373066,top,60
D1402,8.4,-36.373066,top,60
D1403,9.8,-36.373066,top,60
D1404,11.2,-36.373066,top,60
D1405,12.6,-36.373066,top,60
D1406,14,-36.373066,top,60
D1407,15.4,-36.373066,top,60
D1408,16.8,-36.373066,top,60
D1409,18.2,-36.373066,top,60
D141,0.7,-3.637306,top,60
D1410,19.6,-36.373066,top,60
D1411,21,-36.373066,top,60
D1412,22.4,-36.373066,top,60
D1413,23.8,-36.373066,top,60
D1414,25.2,-36.373066,top,60
D1415,26.6,-36.373066,top,60
D1416,28,-36.373066,top,60
D1417,29.4,-36.373066,top,60
D1418,30.8,-36.373066,top,60
D1419,32.2,-36.373066,top,60
D142,2.1,-3.637306,top,60
D1420,33.6,-36.373066,top,60
D1421,35,-36.373066,top,60
D1422,36.4,-36.373066,top,60
D1423,37.8,-36.373066,top,60
D1424,39.2,-36.373066,top,60
D1425,40.6,-36.373066,top,60
D1426,42,-36.373066,top,60
D1427,-21.7,-37.585502,top,60
D1428,-20.3,-37.585502,top,60
D1429,-18.9,-37.585502,top,60
D143,3.5,-3.637306,top,60
D1430,-17.5,-37.585502,top,60
D1431,-16.1,-37.585502,top,60
D1432,-14.7,-37.585502,top,60
D1433,-13.3,-37.585502,top,60
D1434,-11.9,-37.585502,top,60
D1435,-10.5,-37.585502,top,60
D1436,-9.1,-37.585502,top,60
D1437,-7.7,-37.585502,top,60
D1438,-6.3,-37.585502,top,60
D1439,-4.9,-37.585502,top,60
D144,4.9,-3.637306,top,60
D1440,-3.5,-37.585502,top,60
D1441,-2.1,-37.585502,top,60
D1442,-0.7,-37.585502,top,60
D1443,0.7,-37.585502,top,60
D1444,2.1,-37.585502,top,60
D1445,3.5,-37.585502,top,60
D1446,4.9,-37.585502,top,60
D1447,6.3,-37.585502,top,60
D1448,7.7,-37.585502,top,60
D1449,9.1,-37.585502,top,60
D145,6.3,-3.637306,top,60
D1450,10.5,-37.585502,top,60
D1451,11.9,-37.585502,top,60
D1452,13.3,-37.585502,top,60
D1453,14.7,-37.585502,top,60
D1454,16.1,-37.585502,top,60
D1455,17.5,-37.585502,top,60
D1456,18.9,-37.585502,top,60
D1457,20.3,-37.585502,top,60
D1458,21.7,-37.585502,top,60
D1459,23.1,-37.585502,top,60
D146,7.7,-3.637306,top,60
D1460,24.5,-37.585502,top,60
D1461,25.9,-37.585502,top,60
D1462,27.3,-37.585502,top,60
D1463,28.7,-37.585502,top,60
D1464,30.1,-37.585502,top,60
D1465,31.5,-37.585502,top,60
D1466,32.9,-37.585502,top,60
D1467,34.3,-37.585502,top,60
D1468,35.7,-37.585502,top,60
D1469,37.1,-37.585502,top,60
D147,9.1,-3.637306,top,60
D1470,38.5,-37.585502,top,60
D1471,39.9,-37.585502,top,60
D1472,41.3,-37.585502,top,60
D1473,-22.4,-38.797938,top,60
D1474,-21,-38.797938,top,60
D1475,-19.6,-38.797938,top,60
D1476,-18.2,-38.797938,top,60
D1477,-16.8,-38.797938,top,60
D1478,-15.4,-38.797938,top,60
D1479,-14,-38.797938,top,60
D148,10.5,-3.637306,top,60
D1480,-12.6,-38.797938,top,60
D1481,-11.2,-38.797938,top,60
D1482,-9.8,-38.797938,top,60
D1483,-8.4,-38.797938,top,60
D1484,-7,-38.797938,top,60
D1485,-5.6,-38.797938,top,60
D1486,-4.2,-38.797938,top,60
D1487,-2.8,-38.797938,top,60
D1488,-1.4,-38.797938,top,60
D1489,0,-38.797938,top,60
D149,11.9,-3.637306,top,60
D1490,1.4,-38.797938,top,60
D1491,2.8,-38.797938,top,60
D1492,4.2,-38.797938,top,60
D1493,5.6,-38.797938,top,60
D1494,7,-38.797938,top,60
D1495,8.4,-38.797938,top,60
D1496,9.8,-38.797938,top,60
D1497,11.2,-38.797938,top,60
D1498,12.6,-38.797938,top,60
D1499,14,-38.797938,top,60
D15,19.6,0,top,60
D150,13.3,-3.637306,top,60
D1500,15.4,-38.797938,top,60
D1501,16.8,-38.797938,top,60
D1502,18.2,-38.797938,top,60
D1503,19.6,-38.797938,top,60
D1504,21,-38.797938,top,60
D1505,22.4,-38.797938,top,60
D1506,23.8,-38.797938,top,60
D1507,25.2,-38.797938,top,60
D1508,26.6,-38.797938,top,60
D1509,28,-38.797938,top,60
D151,14.7,-3.637306,top,60
D1510,29.4,-38.797938,top,60
D1511,30.8,-38.797938,top,60
D1512,32.2,-38.797938,top,60
D1513,33.6,-38.797938,top,60
D1514,35,-38.797938,top,60
D1515,36.4,-38.797938,top,60
D1516,37.8,-38.797938,top,60
D1517,39.2,-38.797938,top,60
D1518,40.6,-38.797938,top,60
D1519,-23.1,-40.010373,top,60
D152,16.1,-3.637306,top,60
D1520,-21.7,-40.010373,top,60
D1521,-20.3,-40.010373,top,60
D1522,-18.9,-40.010373,top,60
D1523,-17.5,-40.010373,top,60
D1524,-16.1,-40.010373,top,60
D1525,-14.7,-40.010373,top,60
D1526,-13.3,-40.010373,top,60
D1527,-11.9,-40.010373,top,60
D1528,-10.5,-40.010373,top,60
D1529,-9.1,-40.010373,top,60
D153,17.5,-3.637306,top,60
D1530,-7.7,-40.010373,top,60
D1531,-6.3,-40.010373,top,60
D1532,-4.9,-40.010373,top,60
D1533,-3.5,-40.010373,top,60
D1534,-2.1,-40.010373,top,60
D1535,-0.7,-40.010373,top,60
D1536,0.7,-40.010373,top,60
D1537,2.1,-40.010373,top,60
D1538,3.5,-40.010373,top,60
D1539,4.9,-40.010373,top,60
D154,18.9,-3.637306,top,60
D1540,6.3,-40.010373,top,60
D1541,7.7,-40.010373,top,60
D1542,9.1,-40.010373,top,60
D1543,10.5,-40.010373,top,60
D1544,11.9,-40.010373,top,60
D1545,13.3,-40.010373,top,60
D1546,14.7,-40.010373,top,60
D1547,16.1,-40.010373,top,60
D1548,17.5,-40.010373,top,60
D1549,18.9,-40.010373,top,60
D155,20.3,-3.637306,top,60
D1550,20.3,-40.010373,top,60
D1551,21.7,-40.010373,top,60
D1552,23.1,-40.010373,top,60
D1553,24.5,-40.010373,top,60
D1554,25.9,-40.010373,top,60
D1555,27.3,-40.010373,top,60
D1556,28.7,-40.010373,top,60
D1557,30.1,-40.010373,top,60
D1558,31.5,-40.010373,top,60
D1559,32.9,-40.010373,top,60
D156,21.7,-3.637306,top,60
D1560,34.3,-40.010373,top,60
D1561,35.7,-40.010373,top,60
D1562,37.1,-40.010373,top,60
D1563,38.5,-40.010373,top,60
D1564,39.9,-40.010373,top,60
D1565,-23.8,-41.222809,top,60
D1566,-22.4,-41.222809,top,60
D1567,-21,-41.222809,top,60
D1568,-19.6,-41.222809,top,60
D1569,-18.2,-41.222809,top,60
D157,23.1,-3.637306,top,60
D1570,-16.8,-41.222809,top,60
D1571,-15.4,-41.222809,top,60
D1572,-14,-41.222809,top,60
D1573,-12.6,-41.222809,top,60
D1574,-11.2,-41.222809,top,60
D1575,-9.8,-41.222809,top,60
D1576,-8.4,-41.222809,top,60
D1577,-7,-41.222809,top,60
D1578,-5.6,-41.222809,top,60
D1579,-4.2,-41.222809,top,60
D158,24.5,-3.637306,top,60
D1580,-2.8,-41.222809,top,60
D1581,-1.4,-41.222809,top,60
D1582,0,-41.222809,top,60
D1583,1.4,-41.222809,top,60
D1584,2.8,-41.222809,top,60
D1585,4.2,-41.222809,top,60
D1586,5.6,-41.222809,top,60
D1587,7,-41.222809,top,60
D1588,31.5,-54.5596,top,60
D1589,30.1,-54.5596,top,60
D159,25.9,-3.637306,top,60
D1590,28.7,-54.5596,top,60
D1591,27.3,-54.5596,top,60
D1592,25.9,-54.5596,top,60
D1593,24.5,-54.5596,top,60
D1594,23.1,-54.5596,top,60
D1595,21.7,-54.5596,top,60
D1596,20.3,-54.5596,top,60
D1597,18.9,-54.5596,top,60
D1598,17.5,-54.5596,top,60
D1599,16.1,-54.5596,top,60
D16,21,0,top,60
D160,27.3,-3.637306,top,60
D1600,14.7,-54.5596,top,60
D1601,13.3,-54.5596,top,60
D1602,11.9,-54.5596,top,60
D1603,10.5,-54.5596,top,60
D1604,9.1,-54.5596,top,60
D1605,7.7,-54.5596,top,60
D1606,6.3,-54.5596,top,60
D1607,4.9,-54.5596,top,60
D1608,3.5,-54.5596,top,60
D1609,2.1,-54.5596,top,60
D161,28.7,-3.637306,top,60
D1610,0.7,-54.5596,top,60
D1611,-0.7,-54.5596,top,60
D1612,-2.1,-54.5596,top,60
D1613,-3.5,-54.5596,top,60
D1614,-4.9,-54.5596,top,60
D1615,-6.3,-54.5596,top,60
D1616,-7.7,-54.5596,top,60
D1617,-9.1,-54.5596,top,60
D1618,-10.5,-54.5596,top,60
D1619,-11.9,-54.5596,top,60
D162,30.1,-3.637306,top,60
D1620,-13.3,-54.5596,top,60
D1621,-14.7,-54.5596,top,60
D1622,-16.1,-54.5596,top,60
D1623,-17.5,-54.5596,top,60
D1624,-18.9,-54.5596,top,60
D1625,-20.3,-54.5596,top,60
D1626,-21.7,-54.5596,top,60
D1627,-23.1,-54.5596,top,60
D1628,-24.5,-54.5596,top,60
D1629,-25.9,-54.5596,top,60
D163,31.5,-3.637306,top,60
D1630,-27.3,-54.5596,top,60
D1631,-28.7,-54.5596,top,60
D1632,-30.1,-54.5596,top,60
D1633,-31.5,-54.5596,top,60
D1634,32.2,-53.347164,top,60
D1635,30.8,-53.347164,top,60
D1636,29.4,-53.347164,top,60
D1637,28,-53.347164,top,60
D1638,26.6,-53.347164,top,60
D1639,25.2,-53.347164,top,60
D164,32.9,-3.637306,top,60
D1640,23.8,-53.347164,top,60
D1641,22.4,-53.347164,top,60
D1642,21,-53.347164,top,60
D1643,19.6,-53.347164,top,60
D1644,18.2,-53.347164,top,60
D1645,16.8,-53.347164,top,60
D1646,15.4,-53.347164,top,60
D1647,14,-53.347164,top,60
D1648,12.6,-53.347164,top,60
D1649,11.2,-53.347164,top,60
D165,34.3,-3.637306,top,60
D1650,9.8,-53.347164,top,60
D1651,8.4,-53.347164,top,60
D1652,7,-53.347164,top,60
D1653,5.6,-53.347164,top,60
D1654,4.2,-53.347164,top,60
D1655,2.8,-53.347164,top,60
D1656,1.4,-53.347164,top,60
D1657,0,-53.347164,top,60
D1658,-1.4,-53.347164,top,60
D1659,-2.8,-53.347164,top,60
D166,35.7,-3.637306,top,60
D1660,-4.2,-53.347164,top,60
D1661,-5.6,-53.347164,top,60
D1662,-7,-53.347164,top,60
D1663,-8.4,-53.347164,top,60
D1664,-9.8,-53.347164,top,60
D1665,-11.2,-53.347164,top,60
D1666,-12.6,-53.347164,top,60
D1667,-14,-53.347164,top,60
D1668,-15.4,-53.347164,top,60
D1669,-16.8,-53.347164,top,60
D167,37.1,-3.637306,top,60
D1670,-18.2,-53.347164,top,60
D1671,-19.6,-53.347164,top,60
D1672,-21,-53.347164,top,60
D1673,-22.4,-53.347164,top,60
D1674,-23.8,-53.347164,top,60
D1675,-25.2,-53.347164,top,60
D1676,-26.6,-53.347164,top,60
D1677,-28,-53.347164,top,60
D1678,-29.4,-53.347164,top,60
D1679,-30.8,-53.347164,top,60
D168,38.5,-3.637306,top,60
D1680,32.9,-52.134729,top,60
D1681,31.5,-52.134729,top,60
D1682,30.1,-52.134729,top,60
D1683,28.7,-52.134729,top,60
D1684,27.3,-52.134729,top,60
D1685,25.9,-52.134729,top,60
D1686,24.5,-52.134729,top,60
D1687,23.1,-52.134729,top,60
D1688,21.7,-52.134729,top,60
D1689,20.3,-52.134729,top,60
D169,39.9,-3.637306,top,60
D1690,18.9,-52.134729,top,60
D1691,17.5,-52.134729,top,60
D1692,16.1,-52.134729,top,60
D1693,14.7,-52.134729,top,60
D1694,13.3,-52.134729,top,60
D1695,11.9,-52.134729,top,60
D1696,10.5,-52.134729,top,60
D1697,9.1,-52.134729,top,60
D1698,7.7,-52.134729,top,60
