px,-25200.0,-16974.098
px,-2100.000074326643,30310.889175367854
px,27300.000074326632,13336.791175367862
px,-23800.0,-16974.098
px,-2800.000074326643,29098.453610069642
px,26600.000074326632,12124.355610069646
px,-22400.0,-16974.098
px,-3500.000074326643,27886.01804477143
px,25900.000074326632,10911.920044771434
px,-21000.0,-16974.098
px,-4200.000074326643,26673.58247947321
px,25200.000074326632,9699.484479473218
px,-19600.0,-16974.098
px,-4900.000074326641,25461.146914175
px,24500.000074326636,8487.048914175002
px,-18200.0,-16974.098
px,-5600.000074326641,24248.711348876786
px,23800.000074326636,7274.61334887679
px,-16800.0,-16974.098
px,-6300.000074326641,23036.275783578567
px,23100.000074326636,6062.177783578574
px,-15400.0,-16974.098
px,-7000.000074326641,21823.840218280355
px,22400.000074326636,4849.74221828036
px,-14000.0,-16974.098
px,-7700.00007432664,20611.404652982143
px,21700.000074326636,3637.3066529821463
px,-12600.0,-16974.098
px,-8400.00007432664,19398.969087683927
px,21000.000074326636,2424.8710876839323
px,-11200.0,-16974.098
px,-9100.00007432664,18186.53352238571
px,20300.000074326636,1212.4355223857183
px,-9800.0,-16974.098
px,-9800.00007432664,16974.0979570875
px,19600.000074326636,-4.29124975198647e-05
px,-8400.0,-16974.098
px,-10500.00007432664,15761.662391789283
px,18900.000074326636,-1212.4356082107115
px,-7000.0,-16974.098
px,-11200.00007432664,14549.226826491069
px,18200.000074326636,-2424.8711735089255
px,-5600.0,-16974.098
px,-11900.00007432664,13336.791261192855
px,17500.000074326636,-3637.3067388071395
px,-4200.0,-16974.098
px,-12600.00007432664,12124.35569589464
px,16800.000074326636,-4849.742304105354
px,-2800.0,-16974.098
px,-13300.000074326637,10911.920130596427
px,16100.000074326637,-6062.177869403568
px,-1400.0,-16974.098
px,-14000.000074326637,9699.484565298211
px,15400.000074326637,-7274.613434701783
px,0.0,-16974.098
px,-14700.000074326637,8487.048999999997
px,14700.000074326637,-8487.048999999997
px,1400.0,-16974.098
px,-15400.000074326637,7274.613434701783
px,14000.000074326637,-9699.484565298211
px,2800.0,-16974.098
px,-16100.000074326637,6062.177869403568
px,13300.000074326637,-10911.920130596427
px,4200.0,-16974.098
px,-16800.000074326636,4849.742304105354
px,12600.00007432664,-12124.35569589464
px,5600.0,-16974.098
px,-17500.000074326636,3637.3067388071395
px,11900.00007432664,-13336.791261192855
px,-58100.0,-15761.662
px,15400.000302136139,58196.906959875894
px,42699.99969786383,42435.2449598759
px,-56700.0,-15761.662
px,14700.000302136143,56984.47139457768
px,41999.99969786384,41222.809394577685
px,-55300.0,-15761.662
px,14000.000302136143,55772.03582927946
px,41299.99969786384,40010.373829279466
px,-53900.0,-15761.662
px,13300.000302136143,54559.60026398125
px,40599.99969786384,38797.938263981254
px,-52500.0,-15761.662
px,12600.000302136143,53347.16469868304
px,39899.99969786384,37585.50269868304
px,-51100.0,-15761.662
px,11900.000302136143,52134.72913338482
px,39199.99969786384,36373.06713338482
px,-49700.0,-15761.662
px,11200.000302136143,50922.29356808661
px,38499.99969786384,35160.63156808661
px,-48300.0,-15761.662
px,10500.000302136143,49709.858002788395
px,37799.99969786384,33948.1960027884
px,-46900.0,-15761.662
px,9800.000302136143,48497.42243749018
px,37099.99969786384,32735.760437490186
px,-45500.0,-15761.662
px,9100.000302136143,47284.98687219196
px,36399.99969786384,31523.324872191966
px,-44100.0,-15761.662
px,8400.000302136143,46072.55130689375
px,35699.99969786384,30310.889306893754
px,-42700.0,-15761.662
px,7700.000302136143,44860.11574159554
px,34999.99969786384,29098.453741595542
px,-41300.0,-15761.662
px,7000.000302136143,43647.68017629732
px,34299.99969786384,27886.018176297322
px,-39900.0,-15761.662
px,6300.000302136146,42435.24461099911
px,33599.99969786384,26673.58261099911
px,-38500.0,-15761.662
px,5600.000302136146,41222.809045700895
px,32899.99969786384,25461.147045700898
px,-37100.0,-15761.662
px,4900.000302136146,40010.373480402675
px,32199.999697863837,24248.711480402686
px,-35700.0,-15761.662
px,4200.000302136146,38797.93791510446
px,31499.999697863837,23036.275915104467
px,-34300.0,-15761.662
px,3500.0003021361463,37585.50234980625
px,30799.999697863837,21823.840349806254
px,-32900.0,-15761.662
px,2800.0003021361463,36373.06678450803
px,30099.999697863837,20611.404784508042
px,-31500.0,-15761.662
px,2100.0003021361463,35160.63121920982
px,29399.999697863837,19398.969219209823
px,-30100.0,-15761.662
px,1400.0003021361463,33948.19565391161
px,28699.999697863837,18186.53365391161
px,-28700.0,-15761.662
px,700.0003021361463,32735.760088613388
px,27999.999697863837,16974.0980886134
px,-27300.0,-15761.662
px,0.0003021361480932683,31523.324523315176
px,27299.99969786384,15761.662523315184
px,-25900.0,-15761.662
px,-699.9996978638519,30310.888958016963
px,26599.99969786384,14549.226958016969
px,-24500.0,-15761.662
px,-1399.999697863852,29098.453392718744
px,25899.99969786384,13336.791392718753
px,-23100.0,-15761.662
px,-2099.999697863852,27886.017827420532
px,25199.99969786384,12124.35582742054
px,-21700.0,-15761.662
px,-2799.999697863852,26673.58226212232
px,24499.99969786384,10911.920262122325
px,-20300.0,-15761.662
px,-3499.99969786385,25461.146696824107
px,23799.999697863845,9699.484696824113
px,-18900.0,-15761.662
px,-4199.99969786385,24248.711131525888
px,23099.999697863845,8487.049131525897
px,-17500.0,-15761.662
px,-4899.99969786385,23036.275566227676
px,22399.999697863845,7274.613566227683
px,-16100.0,-15761.662
px,-5599.99969786385,21823.840000929464
px,21699.999697863845,6062.178000929469
px,-14700.0,-15761.662
px,-6299.99969786385,20611.404435631248
